salary,age,city_type,risk_appetite,years_to_retirement,basic_salary,hra_received,special_allowance,bonus,employer_pf,is_rented,rent_paid,existing_80C,existing_80D,existing_NPS,existing_80G,has_home_loan,home_loan_interest,has_education_loan,education_loan_interest,parent_senior,has_girl_child,gap_80C,gap_80D,gap_NPS,suggest_80C_topup,suggest_80D,suggest_NPS,best_80C_instrument,recommended_regime
1615615,45,0,1,15,735103,382592,306400,179908,21600,1,254772,18840,9608,41203,36635,0,0,0,0,0,1,131160,15392,8797,1,1,1,SSY,0
2736008,32,1,3,28,1039195,404348,393788,159413,21600,1,308064,49506,8249,31212,7671,0,0,0,0,0,0,100494,16751,18788,1,1,1,ELSS,0
3205552,37,0,1,23,1163173,588852,620358,229413,21600,0,0,2691,20679,39154,13453,0,0,0,0,0,0,147309,4321,10846,1,1,1,PPF,0
2140931,47,1,1,13,947085,396419,409946,190256,21600,1,310752,89987,11960,7406,5949,0,0,1,108081,0,0,60013,13040,42594,1,1,1,FD,0
1685089,29,1,2,31,690960,224495,268465,201484,21600,0,0,85659,17825,18591,41830,1,159897,0,0,0,0,64341,7175,31409,1,1,1,ELSS,0
1659384,37,1,1,23,655199,324325,218741,32384,21600,0,0,123619,15551,32557,25494,1,118484,0,0,0,0,26381,9449,17443,1,1,1,PPF,0
613346,28,1,1,32,288058,114519,93857,26804,21600,1,396264,103985,48542,31218,18907,1,104350,0,0,1,1,46015,26458,18782,1,1,1,SSY,0
3367177,47,0,2,13,1357795,461116,496361,241785,21600,1,351456,100614,35033,5465,48225,0,0,0,0,1,0,49386,39967,44535,1,1,1,PPF,0
2517444,27,1,1,33,1227230,672576,348250,50763,21600,1,356784,130892,15665,45099,30412,0,0,1,67945,0,1,19108,9335,4901,1,1,1,SSY,1
3314081,55,1,1,5,1637430,663735,281536,71250,21600,1,147048,106062,24626,24449,45295,0,0,0,0,0,0,43938,374,25551,1,1,1,NSC,1
2679664,24,0,2,36,1201237,615379,263458,14768,21600,1,400584,15211,17266,47325,38928,0,0,0,0,1,0,134789,57734,2675,1,1,1,ELSS,0
2373844,23,0,1,37,872166,475962,391131,25395,21600,0,0,25071,19819,2610,36498,0,0,0,0,0,1,124929,5181,47390,1,1,1,SSY,0
3114980,49,0,3,11,1444936,584307,524830,266925,21600,1,326772,26499,13300,27946,29706,0,0,0,0,0,0,123501,11700,22054,1,1,1,PPF,0
2341911,58,0,3,2,911434,324571,217209,55298,21600,1,311208,115065,4652,6446,25805,0,0,0,0,0,0,34935,20348,43554,1,1,1,NSC,1
2289534,52,1,2,8,1042004,491323,341045,15850,21600,0,0,131730,10917,42420,14711,0,0,1,113299,0,0,18270,14083,7580,1,1,1,NSC,0
1671196,46,1,3,14,659701,234121,262664,24733,21600,0,0,32012,45646,44128,15323,0,0,0,0,1,1,117988,29354,5872,1,1,1,SSY,0
1907221,52,1,2,8,839820,456570,280987,200097,21600,1,62076,111344,8359,3216,564,0,0,1,88620,0,0,38656,16641,46784,1,1,1,NSC,0
888658,33,0,3,27,360812,130892,106481,43613,21600,1,72288,67762,18592,30233,49461,0,0,0,0,0,1,82238,6408,19767,1,1,1,SSY,1
1766579,29,1,1,31,697472,289336,342065,4340,21600,1,367056,67685,32448,42376,34435,1,95929,0,0,1,0,82315,42552,7624,1,1,1,PPF,0
2064730,28,1,2,32,977713,296370,379580,11583,21600,1,469716,58513,9186,16771,28705,1,88447,0,0,0,0,91487,15814,33229,1,1,1,ELSS,0
1782426,57,0,2,3,863995,371126,350909,169411,21600,1,476280,43750,64379,36361,26703,0,0,0,0,1,0,106250,10621,13639,1,1,1,NSC,0
2497049,33,1,1,27,1029483,542902,339831,164951,21600,0,0,110154,10476,27102,1536,0,0,0,0,0,0,39846,14524,22898,1,1,1,PPF,1
1164774,49,0,2,11,435854,186340,99799,117408,21600,1,466632,112884,2004,28591,49215,0,0,0,0,0,0,37116,22996,21409,1,1,1,PPF,1
3046378,44,1,1,16,1491465,633945,500833,62721,21600,1,87852,74392,47459,34286,2225,0,0,0,0,1,1,75608,27541,15714,1,1,1,SSY,1
1823972,27,1,1,33,871467,284776,249073,111728,21600,1,513156,105259,3868,281,44498,0,0,0,0,0,0,44741,21132,49719,1,1,1,PPF,1
566535,40,1,2,20,202242,98146,53944,45125,21600,1,142572,12480,19593,24346,16876,1,85680,1,106625,0,0,137520,5407,25654,1,1,1,ELSS,0
2894931,55,1,1,5,1135609,578867,556510,279668,21600,1,328080,115559,15789,44632,40801,0,0,0,0,0,1,34441,9211,5368,1,1,1,SSY,1
2972444,53,1,2,7,1135216,515656,496367,4169,21600,1,348672,37141,24034,23827,34084,0,0,0,0,0,0,112859,966,26173,1,1,1,NSC,0
374100,43,1,1,17,169309,57676,48847,25527,20317,0,0,76526,11261,11072,31477,0,0,0,0,0,0,73474,13739,38928,1,1,1,PPF,0
2231836,50,0,2,10,794637,363990,324613,133726,21600,1,201804,2210,42065,29445,12877,0,0,0,0,1,0,147790,32935,20555,1,1,1,NSC,0
2892180,48,1,3,12,1203605,479375,289125,30002,21600,0,0,134169,68804,4837,29760,0,0,0,0,1,0,15831,6196,45163,1,1,1,PPF,1
2273911,46,0,3,14,1070176,577081,193397,78006,21600,1,533460,101454,3127,26535,2908,0,0,0,0,0,0,48546,21873,23465,1,1,1,PPF,1
2106558,22,0,1,38,890948,400854,381522,84440,21600,0,0,142724,881,35339,44320,0,0,0,0,0,1,7276,24119,14661,1,1,1,SSY,1
2426860,32,1,2,28,1198691,553910,472672,88700,21600,1,493068,36804,23304,3990,22282,0,0,1,92868,0,0,113196,1696,46010,1,1,1,ELSS,0
2762809,35,0,1,25,1069691,506344,402343,96409,21600,0,0,146099,24544,21095,16953,0,0,0,0,0,0,3901,456,28905,1,1,1,PPF,1
3331384,50,1,2,10,1490358,802421,625616,33888,21600,0,0,10207,19130,1931,32388,0,0,0,0,0,0,139793,5870,48069,1,1,1,NSC,0
2551098,33,0,2,27,1088862,339094,263971,41686,21600,0,0,137447,24501,14283,31880,1,189024,0,0,0,0,12553,499,35717,1,1,1,ELSS,0
505490,44,0,2,16,216939,93972,42761,46699,21600,1,147744,15787,7110,27338,45308,1,88014,0,0,1,1,134213,67890,22662,1,1,1,SSY,0
512965,42,1,1,18,180004,84419,42040,59897,21600,1,251376,134930,6917,2169,26235,0,0,0,0,0,0,15070,18083,47831,1,1,1,PPF,1
3306901,50,0,3,10,1553484,522730,491346,168603,21600,1,299544,114762,15367,25581,27260,0,0,0,0,0,0,35238,9633,24419,1,1,1,NSC,1
3369594,28,1,3,32,1283663,638969,628774,196351,21600,0,0,51597,15830,34689,4057,1,88789,0,0,0,0,98403,9170,15311,1,1,1,ELSS,0
2108018,42,1,2,18,889647,448655,302907,17165,21600,1,142320,85760,14087,38281,15323,0,0,1,79313,0,0,64240,10913,11719,1,1,1,PPF,0
1470856,38,1,1,22,678371,257044,164088,153153,21600,1,490956,104329,5475,18632,9577,0,0,0,0,0,0,45671,19525,31368,1,1,1,PPF,1
2537458,33,1,1,27,1058243,471720,233979,153381,21600,1,436236,134275,6092,36608,26675,1,134316,0,0,0,0,15725,18908,13392,1,1,1,PPF,0
1506888,52,0,3,8,583050,196962,213014,165276,21600,1,66432,64053,9301,47606,25377,0,0,0,0,1,0,85947,65699,2394,1,1,1,NSC,0
1779716,51,0,1,9,831302,309569,178280,96053,21600,1,285060,96263,23385,41015,22076,0,0,0,0,0,0,53737,1615,8985,1,1,1,NSC,1
1735450,39,0,3,21,825073,330449,309629,65077,21600,1,159612,92756,9878,49700,9799,0,0,0,0,0,0,57244,15122,300,1,1,1,PPF,1
1455954,45,0,3,15,617840,309780,178390,57977,21600,0,0,15897,13940,47413,13868,0,0,0,0,0,0,134103,11060,2587,1,1,1,PPF,0
2942092,48,0,1,12,1182171,638454,373124,81909,21600,1,508548,74584,3811,39342,49886,0,0,0,0,1,0,75416,71189,10658,1,1,1,FD,0
2674191,22,1,1,38,989541,329103,501201,219276,21600,1,451248,33684,19278,18070,47234,0,0,1,66410,0,0,116316,5722,31930,1,1,1,PPF,0
3097455,27,0,1,33,1495196,526982,586709,118065,21600,0,0,72656,74026,28262,32086,0,0,0,0,1,0,77344,974,21738,1,1,1,PPF,1
1754780,40,1,3,20,658649,209693,295339,167085,21600,1,381096,126258,6956,28461,35616,0,0,1,25408,0,0,23742,18044,21539,1,1,1,PPF,1
2471964,33,0,1,27,988835,537618,437898,67071,21600,1,81252,72147,26462,41947,21621,0,0,0,0,1,1,77853,48538,8053,1,1,1,SSY,0
3238273,31,1,1,29,1264908,505340,622571,291124,21600,1,531156,22184,873,35886,17943,1,78888,0,0,0,0,127816,24127,14114,1,1,1,PPF,0
3311239,40,1,1,20,1463117,644362,559414,15887,21600,1,299136,108897,12654,40504,18516,0,0,0,0,0,0,41103,12346,9496,1,1,1,PPF,1
3382260,55,0,2,5,1409296,684403,362875,192814,21600,1,229608,35896,10156,2725,5259,0,0,0,0,0,0,114104,14844,47275,1,1,1,NSC,0
2811168,33,1,1,27,1148413,521551,416831,97975,21600,1,510996,97081,22785,45000,30033,0,0,1,86370,1,0,52919,52215,5000,1,1,1,PPF,0
1691481,33,1,3,27,637023,287436,297169,127582,21600,1,527076,96770,23410,2632,40594,0,0,0,0,0,1,53230,1590,47368,1,1,1,SSY,1
2676192,31,0,3,29,1181416,563225,416480,185005,21600,1,357900,15523,9076,20296,38154,0,0,0,0,0,0,134477,15924,29704,1,1,1,ELSS,0
1612359,36,1,2,24,667572,226781,257980,77950,21600,1,108060,73454,38698,31751,4319,0,0,0,0,1,0,76546,36302,18249,1,1,1,ELSS,0
2901341,22,0,2,38,1154633,424719,486427,178889,21600,1,290808,111311,824,13719,1844,0,0,0,0,0,0,38689,24176,36281,1,1,1,ELSS,1
941744,34,1,3,26,378869,127817,133841,32728,21600,0,0,62342,22362,38658,36450,1,122913,1,107323,1,0,87658,52638,11342,1,1,1,ELSS,0
1324464,38,0,3,22,561051,253166,116522,7919,21600,1,420036,92746,337,30292,45039,1,91232,0,0,0,0,57254,24663,19708,1,1,1,PPF,0
2351598,41,1,1,19,994523,512603,221251,199404,21600,0,0,75688,3205,13967,46113,0,0,0,0,0,0,74312,21795,36033,1,1,1,PPF,0
1012702,22,0,2,38,494722,187988,201753,25439,21600,1,411084,73183,20282,13826,22418,0,0,0,0,0,0,76817,4718,36174,1,1,1,ELSS,1
1490593,41,0,3,19,726792,258660,219816,97088,21600,0,0,41561,5463,43058,19332,1,115495,0,0,0,0,108439,19537,6942,1,1,1,PPF,0
2066501,44,1,1,16,762957,312231,184516,54604,21600,0,0,128612,24273,35913,41669,0,0,0,0,0,0,21388,727,14087,1,1,1,PPF,1
1856653,30,1,3,30,736842,399903,233589,2028,21600,1,360540,13017,72682,1826,39280,0,0,0,0,1,0,136983,2318,48174,1,1,1,ELSS,0
2512809,39,1,1,21,1164209,464425,472046,283983,21600,0,0,146139,21644,1077,9754,0,0,0,0,0,0,3861,3356,48923,1,1,1,PPF,1
421207,27,1,2,33,182320,89580,77086,40466,21600,0,0,147877,13043,33796,38024,0,0,0,0,0,0,2123,11957,16204,1,1,1,ELSS,1
1558029,50,1,1,10,754992,309537,135501,42896,21600,1,382872,126697,42689,9334,47352,1,141535,0,0,1,0,23303,32311,40666,1,1,1,NSC,0
1896633,31,0,2,29,710836,220897,258379,78016,21600,1,492948,83768,21818,14542,47862,0,0,0,0,0,0,66232,3182,35458,1,1,1,ELSS,1
1947283,29,0,2,31,700542,290085,192092,31107,21600,1,308628,9927,670,3274,10051,1,198676,0,0,0,1,140073,24330,46726,1,1,1,SSY,0
2068107,38,1,3,22,1030523,507560,236415,191831,21600,1,153360,58973,1964,38812,29063,0,0,0,0,0,0,91027,23036,11188,1,1,1,PPF,0
1861086,47,0,2,13,847133,400117,270489,70485,21600,1,330096,125362,19645,40804,21023,0,0,1,87681,1,0,24638,55355,9196,1,1,1,PPF,0
1122692,50,0,1,10,524724,261033,124972,133252,21600,0,0,142683,1099,19011,29729,0,0,0,0,0,0,7317,23901,30989,1,1,1,NSC,1
1839424,33,1,2,27,847297,352212,231037,80457,21600,1,311316,109663,5380,32611,41786,1,150365,0,0,0,0,40337,19620,17389,1,1,1,ELSS,0
1414675,46,1,1,14,579280,295850,131583,8509,21600,0,0,79123,12546,8000,292,0,0,0,0,0,0,70877,12454,42000,1,1,1,FD,0
424431,25,1,2,35,203970,72194,70295,40348,21600,1,358668,100020,12881,8445,35639,0,0,1,18164,0,0,49980,12119,41555,1,1,1,ELSS,0
1551832,50,1,1,10,774591,275741,184615,155511,21600,0,0,62583,2467,12333,21860,0,0,0,0,0,0,87417,22533,37667,1,1,1,NSC,0
3124595,35,0,1,25,1445106,692799,277269,70354,21600,1,418080,99487,38259,22970,33534,0,0,0,0,1,0,50513,36741,27030,1,1,1,PPF,1
2351649,27,1,3,33,1099290,515621,330806,144798,21600,1,60588,73457,2009,49076,631,1,155872,1,73652,0,0,76543,22991,924,1,1,1,ELSS,0
1936222,28,1,1,32,788426,279100,319329,222992,21600,1,221508,142364,5135,40797,32144,1,175732,0,0,0,0,7636,19865,9203,1,1,1,PPF,0
2176144,32,0,1,28,867394,352605,176354,188343,21600,0,0,55213,6535,9184,25533,1,74026,0,0,0,0,94787,18465,40816,1,1,1,PPF,0
1055248,26,1,2,34,451037,171533,117209,68463,21600,1,313428,99038,2114,33941,29829,1,59428,0,0,0,0,50962,22886,16059,1,1,1,ELSS,0
917080,55,1,1,5,437391,192031,123473,83875,21600,0,0,18434,2585,7620,15286,0,0,0,0,0,0,131566,22415,42380,1,1,1,NSC,0
628947,51,1,2,9,292703,103301,116747,7616,21600,1,100632,133569,29476,2803,11825,1,57566,0,0,1,1,16431,45524,47197,1,1,1,SSY,0
795343,29,0,3,31,285411,141049,136365,62130,21600,0,0,64447,10745,47288,20439,0,0,0,0,0,1,85553,14255,2712,1,1,1,SSY,1
958392,38,1,1,22,462244,253150,143655,77382,21600,0,0,73796,17611,40771,10536,1,168985,0,0,0,1,76204,7389,9229,1,1,1,SSY,0
1346692,47,0,1,13,500347,221093,208723,71441,21600,0,0,125215,10159,42386,26654,0,0,0,0,0,0,24785,14841,7614,1,1,1,FD,1
936954,22,0,1,38,372901,153422,107597,39067,21600,1,451836,97586,2424,32666,16917,0,0,0,0,0,0,52414,22576,17334,1,1,1,PPF,1
3074039,51,0,3,9,1466935,514523,506142,33548,21600,0,0,124601,18937,47335,8767,1,72971,0,0,0,1,25399,6063,2665,1,1,1,SSY,1
3225753,45,1,2,15,1450942,617681,297893,54618,21600,1,180648,103023,16919,15398,33454,1,58929,0,0,1,0,46977,58081,34602,1,1,1,PPF,0
972531,26,1,1,34,350872,171762,116265,66234,21600,1,404100,59226,61321,26041,43783,0,0,0,0,1,0,90774,13679,23959,1,1,1,PPF,0
794107,30,1,2,30,338444,110800,70707,36514,21600,1,281340,17290,19170,32068,46769,1,130324,1,115245,0,0,132710,5830,17932,1,1,1,ELSS,0
2663724,48,1,2,12,960990,517330,260025,250750,21600,1,160536,9243,49641,43972,9559,0,0,0,0,1,0,140757,25359,6028,1,1,1,PPF,0
1477854,44,0,2,16,520389,234012,223412,69569,21600,0,0,77021,20046,47606,32750,0,0,0,0,0,0,72979,4954,2394,1,1,1,PPF,1
657778,22,0,2,38,263854,97254,52742,54594,21600,0,0,58978,15824,8223,2632,0,0,0,0,0,0,91022,9176,41777,1,1,1,ELSS,0
2420194,56,1,3,4,922147,277760,245619,34486,21600,1,104352,82298,19599,28591,20722,0,0,1,27099,0,0,67702,5401,21409,1,1,1,NSC,0
1843061,33,1,1,27,856772,447425,354044,192208,21600,0,0,42861,2666,40087,38263,0,0,0,0,0,0,107139,22334,9913,1,1,1,PPF,0
3233017,43,0,2,17,1269931,697984,616646,57249,21600,1,254556,51464,14957,42129,47054,0,0,0,0,0,0,98536,10043,7871,1,1,1,PPF,1
3279208,28,1,1,32,1208936,633731,371678,277683,21600,1,108096,2686,22905,24199,23575,0,0,0,0,0,0,147314,2095,25801,1,1,1,PPF,0
3359820,35,1,1,25,1548964,637737,534522,338466,21600,0,0,43959,23162,29167,31181,0,0,0,0,0,0,106041,1838,20833,1,1,1,PPF,0
841313,50,1,3,10,336836,111742,142519,37362,21600,1,361464,42894,12238,3492,42039,1,100707,0,0,0,0,107106,12762,46508,1,1,1,NSC,0
2885235,36,0,3,24,1216933,615148,529641,57493,21600,0,0,118950,6136,40659,25599,0,0,0,0,0,0,31050,18864,9341,1,1,1,PPF,1
2719976,25,1,2,35,1267686,382937,382366,171040,21600,0,0,82691,23076,42279,40003,0,0,0,0,0,0,67309,1924,7721,1,1,1,ELSS,1
1463282,43,1,2,17,546605,164230,155186,115410,21600,1,465012,146110,51376,9973,771,1,177222,0,0,1,0,3890,23624,40027,1,1,1,PPF,0
1365673,38,1,3,22,678580,294745,114861,82276,21600,1,317940,123360,4976,38359,37562,1,142931,1,112076,0,0,26640,20024,11641,1,1,1,PPF,0
2376501,41,1,1,19,950127,378342,225606,140695,21600,1,138768,94643,3662,2329,29080,1,126144,0,0,1,0,55357,71338,47671,1,1,1,PPF,0
1343052,42,1,2,18,668162,335542,224310,154,21600,0,0,79928,19859,21933,11393,0,0,0,0,0,1,70072,5141,28067,1,1,1,SSY,1
2971061,58,1,1,2,1138966,501965,357939,160645,21600,1,197400,128666,23815,13398,35124,1,170452,1,24070,0,0,21334,1185,36602,1,1,1,NSC,0
3105497,45,0,2,15,1212554,575684,587190,50500,21600,1,458628,69400,24774,23351,6119,0,0,0,0,0,0,80600,226,26649,1,1,1,PPF,1
2669528,50,1,2,10,1002355,465563,507985,314545,21600,1,239256,126451,7694,33349,14040,0,0,0,0,0,0,23549,17306,16651,1,1,1,NSC,1
843073,22,1,1,38,412481,203594,115359,32133,21600,0,0,45598,13980,46817,32562,0,0,0,0,0,1,104402,11020,3183,1,1,1,SSY,1
2387791,55,1,3,5,851424,443721,455031,141077,21600,1,68508,110270,3086,41305,21971,1,99006,0,0,0,0,39730,21914,8695,1,1,1,NSC,0
661373,50,0,1,10,270246,145845,97619,34446,21600,1,155484,5840,46538,18947,34873,0,0,0,0,1,1,144160,28462,31053,1,1,1,SSY,0
3300465,40,1,3,20,1383521,711375,458754,321093,21600,1,521856,53469,22578,21288,44005,0,0,0,0,0,0,96531,2422,28712,1,1,1,PPF,0
3123038,32,0,3,28,1449490,769305,292160,342376,21600,1,309312,121563,58627,1947,16989,1,85704,0,0,1,0,28437,16373,48053,1,1,1,ELSS,0
2367162,37,0,1,23,870886,362082,270954,12950,21600,1,537168,39807,4134,15326,8782,0,0,0,0,0,0,110193,20866,34674,1,1,1,PPF,0
2365324,57,0,2,3,983811,539569,428461,61134,21600,1,474888,132725,1468,49440,1404,0,0,1,78129,0,0,17275,23532,560,1,1,1,NSC,1
795553,52,0,2,8,316937,139550,64774,35403,21600,0,0,11338,17330,8934,31323,0,0,0,0,0,1,138662,7670,41066,1,1,1,SSY,0
997687,25,0,1,35,362337,113207,84835,46574,21600,1,76896,118147,40927,15388,23239,1,56807,0,0,1,0,31853,34073,34612,1,1,1,PPF,0
785869,35,1,3,25,313270,110407,111682,35645,21600,0,0,139198,9806,47851,7273,0,0,0,0,1,0,10802,65194,2149,1,1,1,ELSS,1
1078787,58,0,2,2,428698,192416,97193,89150,21600,0,0,13454,10655,29395,48059,0,0,1,56140,0,0,136546,14345,20605,1,1,1,NSC,0
560389,41,1,2,19,207352,112386,74541,48970,21600,1,144348,69653,17096,40990,19745,1,178775,0,0,0,0,80347,7904,9010,1,1,1,PPF,0
2079682,43,1,2,17,908749,414290,254614,138796,21600,1,497220,28914,5410,33180,10461,0,0,1,84599,0,0,121086,19590,16820,1,1,1,PPF,0
2493136,25,0,2,35,1211513,395150,427359,30448,21600,1,240900,4690,21019,20164,31831,0,0,0,0,0,0,145310,3981,29836,1,1,1,ELSS,0
1882593,31,0,3,29,695949,321201,317297,213990,21600,0,0,108676,1120,49145,3958,1,75615,0,0,0,0,41324,23880,855,1,1,1,ELSS,0
1436075,40,1,3,20,571137,276173,157721,107543,21600,1,450864,50923,18884,42602,30236,1,162497,0,0,0,0,99077,6116,7398,1,1,1,PPF,0
2949749,31,1,3,29,1433751,475897,265372,44273,21600,1,418164,144757,7513,12958,15854,1,182213,0,0,0,0,5243,17487,37042,1,1,1,ELSS,0
2401182,22,1,1,38,954508,489987,198807,241331,21600,1,226344,102697,12667,32934,10601,1,183878,0,0,1,0,47303,62333,17066,1,1,1,PPF,0
2199817,50,1,1,10,835544,391233,330778,86832,21600,1,523152,101263,4187,25473,45289,1,106121,0,0,0,1,48737,20813,24527,1,1,1,SSY,0
3445445,56,1,2,4,1628323,679139,480357,368488,21600,1,295584,23247,5375,11064,14983,0,0,0,0,0,0,126753,19625,38936,1,1,1,NSC,0
733007,28,1,1,32,324790,126817,66064,46161,21600,0,0,102843,28183,31462,9091,0,0,0,0,1,0,47157,46817,18538,1,1,1,PPF,1
2672021,45,1,1,15,1311669,551281,249391,246515,21600,1,66252,114147,21725,36383,14268,0,0,0,0,0,0,35853,3275,13617,1,1,1,PPF,1
1519865,44,1,1,16,538008,241063,237068,116094,21600,0,0,88675,24562,32914,30101,0,0,0,0,0,0,61325,438,17086,1,1,1,PPF,1
888596,24,0,1,36,350791,138268,158021,80943,21600,1,174120,87465,15443,23358,33638,1,125921,0,0,1,1,62535,59557,26642,1,1,1,SSY,0
646479,38,1,1,22,312019,104581,121465,9915,21600,1,302364,127826,3707,41176,37393,0,0,0,0,0,0,22174,21293,8824,1,1,1,PPF,1
3164403,23,1,2,37,1230852,588834,459986,129176,21600,0,0,67334,22186,47440,45870,0,0,1,70619,0,0,82666,2814,2560,1,1,1,ELSS,0
462577,58,0,2,2,203074,97494,57416,39019,21600,1,101820,1477,60264,8400,3886,0,0,0,0,1,0,148523,14736,41600,1,1,1,NSC,0
1918205,30,1,3,30,922927,408669,350987,89111,21600,0,0,117203,2736,27460,49419,0,0,0,0,0,0,32797,22264,22540,1,1,1,ELSS,1
2910982,44,1,1,16,1419872,529008,450406,332276,21600,1,317904,139943,4595,26097,5398,1,189565,0,0,0,0,10057,20405,23903,1,1,1,PPF,0
2328343,42,0,2,18,939146,306679,341187,79072,21600,1,433464,30067,6282,42158,16136,0,0,0,0,0,0,119933,18718,7842,1,1,1,PPF,0
3298170,55,0,2,5,1214250,443866,594985,82796,21600,0,0,77357,22822,19497,29359,0,0,0,0,0,0,72643,2178,30503,1,1,1,NSC,1
1725482,46,1,3,14,673340,294214,279421,124080,21600,0,0,121893,4220,31034,32314,1,158267,0,0,0,0,28107,20780,18966,1,1,1,PPF,0
3089166,28,0,2,32,1213814,488883,451231,204824,21600,1,232632,110867,74587,3628,43122,1,97124,0,0,1,0,39133,413,46372,1,1,1,ELSS,0
1482990,31,1,2,29,639730,336920,165073,71015,21600,1,194964,15776,20346,24924,27042,0,0,0,0,0,0,134224,4654,25076,1,1,1,ELSS,0
513310,28,1,1,32,244478,113166,90054,27028,21600,1,317628,91156,57811,32603,49894,1,174152,0,0,1,0,58844,17189,17397,1,1,1,PPF,0
896484,38,0,1,22,421574,177539,98883,64771,21600,0,0,79405,15234,14132,40599,1,70695,0,0,0,0,70595,9766,35868,1,1,1,PPF,0
2120500,53,1,1,7,791842,346846,415047,33165,21600,1,405384,73844,12145,19523,22311,0,0,0,0,0,0,76156,12855,30477,1,1,1,NSC,1
1528361,26,0,1,34,727416,233419,252669,179741,21600,1,307320,17150,17816,32931,43341,0,0,0,0,0,0,132850,7184,17069,1,1,1,PPF,0
1301585,37,1,2,23,465015,216853,195595,99828,21600,1,534648,143374,19883,9781,20096,0,0,0,0,0,1,6626,5117,40219,1,1,1,SSY,1
2918662,24,1,2,36,1258751,397844,383102,151525,21600,1,525840,149272,72786,16228,32369,1,159360,0,0,1,0,728,2214,33772,1,1,1,ELSS,0
937202,37,1,2,23,389874,156835,93277,75430,21600,1,403440,144366,26308,17804,8555,1,82406,0,0,1,1,5634,48692,32196,1,1,1,SSY,0
2763187,46,1,3,14,1125700,579962,515924,181569,21600,1,355068,28454,44669,17705,43800,0,0,1,10010,1,1,121546,30331,32295,1,1,1,SSY,0
1500283,26,0,3,34,728466,306374,148174,20267,21600,0,0,128322,17883,13672,21200,0,0,0,0,0,0,21678,7117,36328,1,1,1,ELSS,1
2805220,36,1,2,24,1139532,586389,445642,228361,21600,1,194076,28179,57635,2879,49706,0,0,0,0,1,0,121821,17365,47121,1,1,1,ELSS,0
2323502,37,0,2,23,955724,368561,444592,210528,21600,1,497208,113726,61618,33983,47825,0,0,0,0,1,0,36274,13382,16017,1,1,1,ELSS,1
2704234,54,1,2,6,985865,460970,413210,291707,21600,1,539424,116785,10743,25455,13992,0,0,0,0,0,0,33215,14257,24545,1,1,1,NSC,1
767724,55,0,2,5,282961,108476,138820,74751,21600,0,0,76308,20753,48628,38732,0,0,0,0,0,0,73692,4247,1372,1,1,1,NSC,1
2088665,50,0,3,10,801886,439733,185272,219184,21600,0,0,143757,9977,39582,36939,1,54483,0,0,0,0,6243,15023,10418,1,1,1,NSC,1
3192120,41,0,2,19,1385084,759089,493500,152281,21600,1,372852,85025,5257,41836,16768,0,0,0,0,0,0,64975,19743,8164,1,1,1,PPF,1
1002019,52,0,3,8,465740,160720,143098,95909,21600,1,297672,95731,16439,11366,22480,0,0,0,0,1,0,54269,58561,38634,1,1,1,NSC,0
2381765,58,1,2,2,877475,453988,217260,52822,21600,1,523620,122311,16526,37065,21996,0,0,1,43320,0,0,27689,8474,12935,1,1,1,NSC,1
3074846,42,0,1,18,1535439,794029,576212,306527,21600,0,0,26049,23642,39736,21318,0,0,1,84344,0,0,123951,1358,10264,1,1,1,PPF,0
3338433,28,0,2,32,1596303,559388,373053,264673,21600,1,311964,149157,20278,49945,44021,0,0,0,0,0,0,843,4722,55,1,1,1,ELSS,1
1062994,43,1,2,17,474961,197849,105693,100420,21600,1,227004,70173,8414,5239,13167,1,156352,0,0,0,0,79827,16586,44761,1,1,1,PPF,0
3416434,51,0,1,9,1607700,556496,657327,97719,21600,0,0,118295,3348,39321,43600,1,106780,1,59215,0,0,31705,21652,10679,1,1,1,NSC,0
3452288,53,1,1,7,1617706,772998,605796,179487,21600,1,290040,52221,2840,30142,28899,1,66257,0,0,0,0,97779,22160,19858,1,1,1,NSC,0
1063366,53,0,2,7,444865,244374,108943,83788,21600,1,325116,77578,2232,35773,17591,0,0,0,0,0,1,72422,22768,14227,1,1,1,SSY,1
706604,56,0,2,4,312992,145309,69598,68395,21600,1,213444,86770,1435,34421,14301,0,0,0,0,1,0,63230,73565,15579,1,1,1,NSC,0
752019,35,1,1,25,272544,135592,61932,54086,21600,1,190140,66143,14303,8161,28706,0,0,0,0,1,0,83857,60697,41839,1,1,1,PPF,0
2124405,46,1,3,14,951062,477907,250218,161467,21600,1,454368,146879,29853,37904,5666,0,0,0,0,1,0,3121,45147,12096,1,1,1,PPF,1
1324430,23,0,2,37,523603,174860,163195,123761,21600,0,0,131521,7172,3068,13469,0,0,0,0,0,0,18479,17828,46932,1,1,1,ELSS,1
1766136,46,1,2,14,702517,371227,331728,115956,21600,1,486456,88481,21277,13587,35921,0,0,1,74708,0,1,61519,3723,36413,1,1,1,SSY,0
1916648,39,1,1,21,932679,475212,332071,7567,21600,1,259416,139150,31614,15778,10266,0,0,0,0,1,0,10850,43386,34222,1,1,1,PPF,1
2910028,47,0,1,13,1242521,503889,363365,234015,21600,0,0,52653,10724,42644,8410,0,0,0,0,0,0,97347,14276,7356,1,1,1,FD,1
2004764,26,0,2,34,710479,324609,371641,11448,21600,0,0,91865,14037,39201,1142,0,0,0,0,0,0,58135,10963,10799,1,1,1,ELSS,1
